latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-29.32309,29.7236,301.81,1.98,1.37,2024-06-27,1204,A,46,6.1NRT,289.07,11.78,D
-29.13692,30.67139,305.52,1.69,1.28,2024-06-27,1204,A,44,6.1NRT,285.66,12.12,D
-29.11388,29.62414,305.16,2,1.38,2024-06-27,1204,A,61,6.1NRT,290.77,16.75,D
-28.92547,31.355,301.2,1.52,1.22,2024-06-27,1204,A,34,6.1NRT,290.73,5.92,D
-29.10952,29.63969,302.07,1.99,1.38,2024-06-27,1204,A,50,6.1NRT,290.92,11.13,D
-28.95123,30.70657,311.46,1.68,1.27,2024-06-27,1204,A,71,6.1NRT,289.79,21.33,D
-29.04285,29.42107,302.24,2.06,1.4,2024-06-27,1204,A,51,6.1NRT,290.94,12.82,D
-29.0448,29.40016,302.49,2.07,1.4,2024-06-27,1204,A,52,6.1NRT,289.33,13.6,D
-29.04101,29.41352,306.59,2.06,1.4,2024-06-27,1204,A,64,6.1NRT,290.67,20.08,D
-28.94194,29.24561,308.29,2.11,1.41,2024-06-27,1204,A,67,6.1NRT,291.71,23.34,D
-28.89069,29.51221,304.01,2.02,1.38,2024-06-27,1204,A,58,6.1NRT,293.12,11.9,D
-28.60336,29.27065,308.37,2.08,1.4,2024-06-27,1204,A,67,6.1NRT,292.07,20.23,D
-28.63115,28.96973,301.58,2.19,1.43,2024-06-27,1204,A,41,6.1NRT,290.31,12.34,D
-28.63292,28.95037,300.24,2.19,1.44,2024-06-27,1204,A,28,6.1NRT,287.84,10.55,D
-28.60061,29.28679,304.18,2.07,1.4,2024-06-27,1204,A,53,6.1NRT,292.9,11.32,D
-28.60278,29.2652,304.54,2.08,1.4,2024-06-27,1204,A,54,6.1NRT,291.91,12.59,D
-28.63249,28.96525,305.05,2.19,1.43,2024-06-27,1204,A,60,6.1NRT,290.32,18.41,D
-28.42903,29.58873,303.66,1.96,1.37,2024-06-27,1204,A,56,6.1NRT,292.16,10.82,D
-28.17712,29.80519,302.92,1.89,1.34,2024-06-27,1204,A,33,6.1NRT,288.29,11.7,D
-27.55197,31.9877,304.98,1.33,1.14,2024-06-27,1204,A,60,6.1NRT,291.99,6.76,D
-27.653,28.07789,305.43,2.46,1.51,2024-06-27,1204,A,59,6.1NRT,292.78,16.82,D
-27.48472,29.70751,301.54,1.87,1.34,2024-06-27,1204,A,38,6.1NRT,287.33,9.21,D
-27.63945,28.07663,304.45,2.46,1.51,2024-06-27,1204,A,51,6.1NRT,293.09,14.14,D
-27.64325,28.09699,307.04,2.45,1.51,2024-06-27,1204,A,52,6.1NRT,293.24,19.19,D
-27.64562,28.07238,307.88,2.46,1.51,2024-06-27,1204,A,60,6.1NRT,293.08,20.79,D
-27.10186,30.23071,309.72,1.7,1.28,2024-06-27,1204,A,67,6.1NRT,285.94,20.1,D
-26.84837,32.3372,304.5,1.25,1.11,2024-06-27,1204,A,59,6.1NRT,293.01,5.61,D
-26.8499,32.32473,304.57,1.25,1.11,2024-06-27,1204,A,59,6.1NRT,293.04,5.63,D
-26.79268,32.13144,305.11,1.28,1.12,2024-06-27,1204,A,49,6.1NRT,294.6,5.53,D
-26.7826,32.13015,305.7,1.28,1.12,2024-06-27,1204,A,62,6.1NRT,293.84,6.43,D
-26.98497,30.26047,302.79,1.69,1.28,2024-06-27,1204,A,37,6.1NRT,289.45,8.26,D
-26.75498,32.18981,307.72,1.27,1.12,2024-06-27,1204,A,54,6.1NRT,296.09,7,D
-26.74498,32.18825,309.92,1.27,1.12,2024-06-27,1204,A,69,6.1NRT,295,9.36,D
-26.29933,30.69442,323.64,1.55,1.23,2024-06-27,1204,A,72,6.1NRT,291.52,40.72,D
-26.24989,30.84074,304.93,1.51,1.21,2024-06-27,1204,A,35,6.1NRT,290.01,12.11,D
-26.20621,30.81461,321.65,1.51,1.21,2024-06-27,1204,A,61,6.1NRT,283.52,35.01,D
-26.57408,27.17087,317.55,2.76,1.59,2024-06-27,1204,A,77,6.1NRT,292.72,62.79,D
-26.5766,27.14231,317.46,2.78,1.59,2024-06-27,1204,A,77,6.1NRT,292.56,63.34,D
-26.15425,30.9836,308.26,1.47,1.2,2024-06-27,1204,A,34,6.1NRT,295.77,12.82,D
-26.25517,29.29259,322.75,1.93,1.36,2024-06-27,1204,A,71,6.1NRT,290.31,49.89,D
-26.25712,29.27341,309.71,1.93,1.36,2024-06-27,1204,A,50,6.1NRT,287.44,20.28,D
-26.43034,27.44765,302.76,2.63,1.56,2024-06-27,1204,A,49,6.1NRT,288.88,15.47,D
-26.41632,27.44703,355.06,2.63,1.56,2024-06-27,1204,A,98,6.1NRT,291.19,296.06,D
-26.41866,27.42025,339.63,2.64,1.56,2024-06-27,1204,A,91,6.1NRT,291.43,170.54,D
-26.25132,29.28716,321.04,1.93,1.36,2024-06-27,1204,A,58,6.1NRT,289.89,41.04,D
-26.42537,27.44286,360.36,2.63,1.56,2024-06-27,1204,A,100,6.1NRT,292.28,351.7,D
-26.42784,27.41677,326.76,2.64,1.56,2024-06-27,1204,A,84,6.1NRT,291.18,97.07,D
-26.41141,27.44154,303.78,2.63,1.56,2024-06-27,1204,A,44,6.1NRT,289.96,16.3,D
-25.99449,31.25223,307.8,1.41,1.18,2024-06-27,1204,A,65,6.1NRT,292.29,12.2,D
-26.14464,29.82868,334.71,1.76,1.3,2024-06-27,1204,A,89,6.1NRT,293.3,75.61,D
-26.14648,29.81166,331.35,1.77,1.3,2024-06-27,1204,A,87,6.1NRT,293.79,65.87,D
-25.97095,30.15881,317.81,1.66,1.27,2024-06-27,1204,A,68,6.1NRT,294.4,30.12,D
-25.97275,30.14208,312.05,1.67,1.27,2024-06-27,1204,A,61,6.1NRT,293.52,19.58,D
-25.97283,30.15395,322.13,1.66,1.27,2024-06-27,1204,A,77,6.1NRT,293.23,36.35,D
-25.86459,30.80204,303.74,1.5,1.21,2024-06-27,1204,A,40,6.1NRT,288.38,10.59,D
-25.64449,31.95621,359.01,1.27,1.12,2024-06-27,1204,A,99,6.1NRT,296.83,115.21,D
-25.74168,29.75182,307.3,1.76,1.3,2024-06-27,1204,A,54,6.1NRT,292.12,12.41,D
-25.74353,29.73423,362.12,1.77,1.3,2024-06-27,1204,A,100,6.1NRT,294.21,207.15,D
-25.73352,29.74387,340.46,1.76,1.3,2024-06-27,1204,A,92,6.1NRT,292.36,96.62,D
-25.73547,29.72642,342.8,1.77,1.3,2024-06-27,1204,A,93,6.1NRT,291.9,106.21,D
-25.97701,26.04323,307.72,3.28,1.71,2024-06-27,1204,A,63,6.1NRT,295.28,28.11,D
-25.98071,26.03909,308.09,3.28,1.71,2024-06-27,1204,A,64,6.1NRT,295.71,32.02,D
-25.47379,27.34874,314.4,2.6,1.55,2024-06-27,1206,A,73,6.1NRT,296.1,37.89,D
-25.4576,27.37259,312.7,2.58,1.54,2024-06-27,1206,A,70,6.1NRT,296.5,32.19,D
-25.45117,27.3651,311.15,2.58,1.54,2024-06-27,1206,A,33,6.1NRT,296.15,25.82,D
-24.33595,33.33964,311.73,1.07,1.03,2024-06-27,1206,A,69,6.1NRT,297.6,8.19,D
-24.41077,30.36352,310.39,1.53,1.22,2024-06-27,1206,A,69,6.1NRT,288.14,15.19,D
-23.67129,33.63785,315.09,1.04,1.02,2024-06-27,1206,A,73,6.1NRT,295.62,10.61,D
-23.67267,33.62781,308.05,1.04,1.02,2024-06-27,1206,A,61,6.1NRT,296.13,5.07,D
-23.31047,34.17515,310.58,1.01,1,2024-06-27,1206,A,67,6.1NRT,296.57,6.96,D
-23.36087,33.35654,306.57,1.05,1.02,2024-06-27,1206,A,39,6.1NRT,296.37,4.21,D
-23.36226,33.3464,311.71,1.05,1.02,2024-06-27,1206,A,67,6.1NRT,294.62,7.9,D
-23.05493,33.63625,307.9,1.03,1.01,2024-06-27,1206,A,18,6.1NRT,296.45,4.55,D
-23.05631,33.62634,323.07,1.03,1.01,2024-06-27,1206,A,80,6.1NRT,297.67,18.15,D
-22.77923,32.96981,314.63,1.07,1.03,2024-06-27,1206,A,71,6.1NRT,301.44,6.97,D
-22.77003,32.96835,340.85,1.07,1.03,2024-06-27,1206,A,92,6.1NRT,302.97,42.36,D
-22.77143,32.95807,314.32,1.07,1.03,2024-06-27,1206,A,72,6.1NRT,300.45,6.85,D
-22.53934,33.64264,343.5,1.02,1.01,2024-06-27,1206,A,93,6.1NRT,300.63,46.63,D
-22.54071,33.63284,315.21,1.02,1.01,2024-06-27,1206,A,73,6.1NRT,299.56,9.07,D
-22.43584,33.58907,315.74,1.02,1.01,2024-06-27,1206,A,74,6.1NRT,299.66,8.49,D
-22.42412,33.60723,314.99,1.02,1.01,2024-06-27,1206,A,72,6.1NRT,297.63,8.2,D
-18.55553,44.34183,310.36,4.34,1.92,2024-06-27,1206,A,37,6.1NRT,295.95,37.32,D
-18.55423,44.33702,310.37,4.34,1.92,2024-06-27,1206,A,37,6.1NRT,295.99,35.01,D
-18.20192,34.15281,307.74,1.01,1,2024-06-27,1206,A,63,6.1NRT,288.99,6.94,D
-18.20332,34.14345,304.02,1.01,1,2024-06-27,1206,A,30,6.1NRT,286,4.88,D
-18.01094,35.10672,311.93,1.06,1.03,2024-06-27,1206,A,72,6.1NRT,298.22,7.03,D
-17.62596,34.42595,311.32,1.02,1.01,2024-06-27,1206,A,63,6.1NRT,297.95,5.14,D
-15.97092,38.16311,315.98,1.7,1.28,2024-06-27,1208,A,73,6.1NRT,295.99,23.7,D
-16.13941,34.86393,357.84,1.08,1.04,2024-06-27,1208,A,99,6.1NRT,295.38,84.47,D
-16.14092,34.854,364.85,1.08,1.04,2024-06-27,1208,A,100,6.1NRT,298.2,105.87,D
-15.59977,35.96701,314.6,1.24,1.1,2024-06-27,1208,A,52,6.1NRT,298.99,8.62,D
-15.51469,35.98058,313.42,1.24,1.11,2024-06-27,1208,A,56,6.1NRT,297.85,5.68,D
-16.23672,29.31854,326.55,1.39,1.17,2024-06-27,1208,A,75,6.1NRT,299.96,28.95,D
-16.23829,29.3062,318.54,1.39,1.17,2024-06-27,1208,A,39,6.1NRT,298.14,16.66,D
-15.26896,35.98404,320.89,1.25,1.11,2024-06-27,1208,A,75,6.1NRT,300.7,13.68,D
-16.22638,29.31672,332.04,1.39,1.17,2024-06-27,1208,A,84,6.1NRT,301.14,39.55,D
-16.21448,29.3273,327.21,1.39,1.17,2024-06-27,1208,A,80,6.1NRT,301.75,30.35,D
-16.21605,29.3149,320.66,1.39,1.17,2024-06-27,1208,A,65,6.1NRT,301.11,19.04,D
-15.14378,36.62578,314.59,1.37,1.16,2024-06-27,1208,A,46,6.1NRT,297.85,9.77,D
-16.21033,29.27631,332.76,1.4,1.17,2024-06-27,1208,A,85,6.1NRT,301.26,41.97,D
-16.212,29.26307,343.21,1.4,1.17,2024-06-27,1208,A,86,6.1NRT,300.98,69.32,D
-16.20484,29.26977,329.11,1.4,1.17,2024-06-27,1208,A,76,6.1NRT,300.38,32.08,D
-16.19277,29.28099,323.55,1.4,1.17,2024-06-27,1208,A,66,6.1NRT,299.72,21.28,D
-15.46856,33.99087,317.65,1.03,1.01,2024-06-27,1208,A,72,6.1NRT,297.77,12.84,D
-15.12777,36.02981,321.77,1.26,1.12,2024-06-27,1208,A,33,6.1NRT,302.1,14.69,D
-15.11788,36.02812,325.22,1.26,1.12,2024-06-27,1208,A,44,6.1NRT,300.17,19.52,D
-15.30401,34.83098,316.39,1.1,1.04,2024-06-27,1208,A,58,6.1NRT,300.54,7.94,D
-15.108,36.02636,325.98,1.26,1.12,2024-06-27,1208,A,57,6.1NRT,299.26,22.24,D
-15.0663,36.22366,331.6,1.3,1.13,2024-06-27,1208,A,85,6.1NRT,300.73,35.79,D
-15.0682,36.21182,333.47,1.3,1.13,2024-06-27,1208,A,86,6.1NRT,301.63,38.98,D
-15.10359,35.99025,329.63,1.26,1.11,2024-06-27,1208,A,84,6.1NRT,302,28.08,D
-15.05628,36.22192,363.5,1.3,1.13,2024-06-27,1208,A,100,6.1NRT,299.2,131.97,D
-15.05819,36.21006,355.28,1.3,1.13,2024-06-27,1208,A,98,6.1NRT,303.7,99.41,D
-16.78848,22.26777,313.23,4.82,2,2024-06-27,1208,A,65,6.1NRT,296.89,50.12,D
-16.78979,22.26468,312.86,4.82,2,2024-06-27,1208,A,64,6.1NRT,297.06,46.84,D
-15.10118,35.42556,328.32,1.17,1.08,2024-06-27,1208,A,83,6.1NRT,301.56,25.72,D
-14.40714,39.22562,314.6,2.19,1.43,2024-06-27,1208,A,57,6.1NRT,293.75,27.54,D
-16.05003,28.25525,312.87,1.64,1.26,2024-06-27,1208,A,59,6.1NRT,299.84,11.67,D
-14.40676,39.21807,318.56,2.19,1.43,2024-06-27,1208,A,74,6.1NRT,295.57,40.87,D
-14.8582,35.85998,326.01,1.25,1.11,2024-06-27,1208,A,79,6.1NRT,299.79,24.95,D
-14.85999,35.84863,322.43,1.24,1.11,2024-06-27,1208,A,76,6.1NRT,300.13,19.62,D
-14.92287,35.38527,312.07,1.17,1.08,2024-06-27,1208,A,24,6.1NRT,297.51,4.82,D
-15.11392,33.95705,309.3,1.03,1.01,2024-06-27,1208,A,42,6.1NRT,298.5,4.32,D
-14.87957,35.4109,316.4,1.18,1.08,2024-06-27,1208,A,64,6.1NRT,302.19,7.55,D
-15.26596,32.86684,312.75,1,1,2024-06-27,1208,A,61,6.1NRT,300.2,5.12,D
-14.61237,36.98292,323.29,1.48,1.2,2024-06-27,1208,A,77,6.1NRT,301.4,23.75,D
-15.25952,32.20137,331.55,1.01,1.01,2024-06-27,1208,A,85,6.1NRT,299.02,26.87,D
-15.26083,32.19212,312.23,1.01,1.01,2024-06-27,1208,A,58,6.1NRT,298.09,6.62,D
-14.67849,35.95798,316.34,1.27,1.12,2024-06-27,1208,A,66,6.1NRT,302.24,8.22,D
-14.73898,35.5072,313.09,1.2,1.09,2024-06-27,1208,A,57,6.1NRT,300.22,6.38,D
-14.49224,36.99031,315.41,1.49,1.21,2024-06-27,1208,A,58,6.1NRT,296.02,14.56,D
-14.73085,35.30769,322.78,1.17,1.08,2024-06-27,1208,A,76,6.1NRT,301.45,16.19,D
-14.90174,34.20146,317.14,1.05,1.02,2024-06-27,1208,A,68,6.1NRT,300.41,9.82,D
-14.89267,34.20001,325.52,1.05,1.02,2024-06-27,1208,A,79,6.1NRT,301.1,18.53,D
-15.72272,27.94444,325.42,1.71,1.28,2024-06-27,1208,A,76,6.1NRT,298.69,37.85,D
-15.72245,27.95343,311.28,1.7,1.28,2024-06-27,1208,A,8,6.1NRT,296.5,12.96,D
-15.72444,27.93779,327.33,1.71,1.28,2024-06-27,1208,A,77,6.1NRT,300.64,45.38,D
-14.56181,35.97879,335.61,1.28,1.12,2024-06-27,1208,A,87,6.1NRT,299.37,40.83,D
-14.56365,35.96718,316.33,1.28,1.12,2024-06-27,1208,A,53,6.1NRT,300.66,8.81,D
-15.78118,27.08814,320.31,1.98,1.37,2024-06-27,1208,A,58,6.1NRT,297.91,33.53,D
-15.76896,27.08657,320.03,1.98,1.37,2024-06-27,1208,A,35,6.1NRT,299.19,33.14,D
-15.67518,27.76978,315.43,1.76,1.3,2024-06-27,1208,A,67,6.1NRT,294.46,18.76,D
-15.73817,27.13782,318.04,1.96,1.37,2024-06-27,1208,A,55,6.1NRT,295.79,32.02,D
-15.74028,27.11975,320.77,1.97,1.37,2024-06-27,1208,A,52,6.1NRT,294.37,36.19,D
-15.41714,29.66828,313.29,1.29,1.13,2024-06-27,1208,A,38,6.1NRT,299.26,8.89,D
-15.44162,29.47672,312.16,1.33,1.14,2024-06-27,1208,A,60,6.1NRT,297.56,9.81,D
-15.41698,29.67444,316.96,1.29,1.13,2024-06-27,1208,A,30,6.1NRT,300.6,13.13,D
-15.43237,29.48262,319.6,1.32,1.14,2024-06-27,1208,A,74,6.1NRT,299.72,19.25,D
-15.43404,29.47013,328.27,1.33,1.14,2024-06-27,1208,A,83,6.1NRT,299.72,33.47,D
-15.73465,27.13227,321.24,1.96,1.37,2024-06-27,1208,A,66,6.1NRT,295.53,41.65,D
-14.50173,35.84422,335.91,1.26,1.11,2024-06-27,1208,A,87,6.1NRT,300.81,42.13,D
-14.50353,35.83281,329.94,1.26,1.11,2024-06-27,1208,A,83,6.1NRT,301.47,30.86,D
-14.61246,35.13337,314.25,1.15,1.07,2024-06-27,1208,A,48,6.1NRT,300.59,6.64,D
-14.29074,37.02679,317.15,1.51,1.21,2024-06-27,1208,A,70,6.1NRT,299.56,14.6,D
-14.29299,37.01304,314.92,1.51,1.21,2024-06-27,1208,A,60,6.1NRT,300.71,11.24,D
-14.59028,35.15118,313.98,1.15,1.07,2024-06-27,1208,A,45,6.1NRT,301.12,6.13,D
-14.5919,35.14075,316.8,1.15,1.07,2024-06-27,1208,A,67,6.1NRT,301,9.17,D
-14.46294,35.89678,314.82,1.27,1.12,2024-06-27,1208,A,0,6.1NRT,301.44,9.41,D
-15.67737,27.1977,359.97,1.94,1.36,2024-06-27,1208,A,99,6.1NRT,300.88,218.74,D
-15.67952,27.17988,323.21,1.95,1.36,2024-06-27,1208,A,78,6.1NRT,293.85,46.74,D
-15.16912,30.86102,309.9,1.11,1.05,2024-06-27,1208,A,29,6.1NRT,289.09,4.77,D
-14.78759,33.29398,312.19,1.01,1,2024-06-27,1208,A,41,6.1NRT,300.37,4.67,D
-14.78894,33.28481,312.38,1.01,1,2024-06-27,1208,A,48,6.1NRT,300.74,4.36,D
-14.86243,32.78197,332.04,1,1,2024-06-27,1208,A,85,6.1NRT,301.04,24.49,D
-14.39786,35.78463,313.67,1.25,1.11,2024-06-27,1208,A,57,6.1NRT,300.63,7.47,D
-14.54841,34.82097,315.18,1.11,1.05,2024-06-27,1208,A,63,6.1NRT,303.07,5.27,D
-14.48778,35.14979,316.56,1.16,1.07,2024-06-27,1208,A,67,6.1NRT,302.1,7.91,D
-14.35231,35.75345,313.78,1.25,1.11,2024-06-27,1208,A,57,6.1NRT,300.81,5.93,D
-15.90256,23.82052,308.76,3.57,1.77,2024-06-27,1208,A,24,6.1NRT,295.16,19.95,D
-14.78706,32.85787,322.81,1,1,2024-06-27,1208,A,77,6.1NRT,298.24,14.64,D
-14.78839,32.84874,323.72,1,1,2024-06-27,1208,A,78,6.1NRT,301.86,15.26,D
-14.81526,32.60076,321.34,1,1,2024-06-27,1208,A,76,6.1NRT,296.78,12.77,D
-14.81658,32.59163,332.18,1,1,2024-06-27,1208,A,85,6.1NRT,298.47,25.7,D
-13.91429,38.2511,311.83,1.89,1.34,2024-06-27,1208,A,45,6.1NRT,295.12,15.8,D
-13.91717,38.23399,312.88,1.88,1.34,2024-06-27,1208,A,50,6.1NRT,296.1,17.62,D
-15.90911,23.81668,308.55,3.57,1.77,2024-06-27,1208,A,37,6.1NRT,294.53,19.98,D
-13.72943,39.25689,312.18,2.27,1.46,2024-06-27,1208,A,59,6.1NRT,296.51,20.57,D
-14.40923,35.066,320.66,1.15,1.07,2024-06-27,1208,A,73,6.1NRT,301.36,13.52,D
-15.02777,30.82852,321.94,1.11,1.05,2024-06-27,1208,A,51,6.1NRT,295.47,15.77,D
-14.39481,35.0962,315.45,1.15,1.07,2024-06-27,1208,A,59,6.1NRT,301.67,6.63,D
-14.39055,34.89717,322.42,1.13,1.06,2024-06-27,1208,A,76,6.1NRT,300.57,14.58,D
-13.81291,38.15532,312.57,1.86,1.33,2024-06-27,1208,A,57,6.1NRT,294,18.46,D
-15.62076,25.20457,318.22,2.76,1.59,2024-06-27,1208,A,72,6.1NRT,295.54,53.85,D
-14.28952,35.05063,315.11,1.15,1.07,2024-06-27,1208,A,64,6.1NRT,302.27,5.89,D
-15.42118,26.61728,320.14,2.13,1.42,2024-06-27,1208,A,70,6.1NRT,295.34,35.82,D
-14.77931,31.62749,326.97,1.04,1.02,2024-06-27,1208,A,81,6.1NRT,297.05,17.69,D
-15.42082,26.61213,323.41,2.13,1.42,2024-06-27,1208,A,78,6.1NRT,296.35,49.39,D
-15.00805,29.60497,319.14,1.29,1.13,2024-06-27,1208,A,34,6.1NRT,299.64,16.46,D
-15.00956,29.59344,324.81,1.29,1.13,2024-06-27,1208,A,77,6.1NRT,297.19,25.41,D
-15.55498,25.11417,310.61,2.8,1.6,2024-06-27,1208,A,45,6.1NRT,296.27,23.45,D
-13.95629,36.04408,312.99,1.32,1.14,2024-06-27,1208,A,64,6.1NRT,298.76,9.82,D
-15.54926,24.04874,312.32,3.39,1.74,2024-06-27,1208,A,60,6.1NRT,297.98,37.87,D
-15.38684,25.29173,311.45,2.7,1.57,2024-06-27,1208,A,42,6.1NRT,297.36,18.89,D
-15.53829,24.04232,314.57,3.39,1.74,2024-06-27,1208,A,65,6.1NRT,298.11,47.44,D
-13.81423,36.16872,308.79,1.35,1.15,2024-06-27,1208,A,37,6.1NRT,295.4,5.51,D
-13.80404,36.16701,309.63,1.35,1.15,2024-06-27,1208,A,33,6.1NRT,296.96,6.52,D
-13.91975,35.3669,314.87,1.21,1.09,2024-06-27,1208,A,69,6.1NRT,298.95,10.52,D
-15.36442,24.23135,319.18,3.26,1.71,2024-06-27,1208,A,72,6.1NRT,298.14,68.06,D
-13.73101,36.29408,311.9,1.38,1.16,2024-06-27,1208,A,39,6.1NRT,294.38,9.78,D
-13.73507,36.26914,318.61,1.37,1.16,2024-06-27,1208,A,75,6.1NRT,297.96,18.29,D
-14.72512,29.35765,319.93,1.32,1.14,2024-06-27,1208,A,67,6.1NRT,302.54,14.14,D
-15.36729,24.22682,319.7,3.26,1.71,2024-06-27,1208,A,73,6.1NRT,297.93,66.49,D
-15.23839,25.20658,312.28,2.73,1.58,2024-06-27,1208,A,58,6.1NRT,299.97,21.25,D
-13.7037,36.1567,311.16,1.35,1.15,2024-06-27,1208,A,62,6.1NRT,295.28,7.74,D
-13.70566,36.14442,312.91,1.35,1.15,2024-06-27,1208,A,66,6.1NRT,298.38,10.05,D
-14.67755,29.32706,316.22,1.32,1.14,2024-06-27,1208,A,51,6.1NRT,299.82,14.04,D
-14.71874,28.92907,313.11,1.41,1.17,2024-06-27,1208,A,52,6.1NRT,299.52,10.09,D
-13.57985,36.21754,313.5,1.37,1.16,2024-06-27,1208,A,60,6.1NRT,295.31,10.88,D
-13.58185,36.20512,318.5,1.37,1.16,2024-06-27,1208,A,74,6.1NRT,297.29,17.86,D
-15.41921,22.1242,324.6,4.75,1.99,2024-06-27,1208,A,74,6.1NRT,300.17,154.22,D
-15.42356,22.08068,311.08,4.79,2,2024-06-27,1208,A,44,6.1NRT,298.51,40.24,D
-15.03465,25.44649,312.03,2.6,1.55,2024-06-27,1208,A,55,6.1NRT,299.75,18.13,D
-15.06157,25.07658,313.35,2.78,1.59,2024-06-27,1208,A,57,6.1NRT,301.42,22.8,D
-15.41994,22.12012,326.23,4.75,1.99,2024-06-27,1208,A,80,6.1NRT,300.11,161.04,D
-13.83398,34.25112,313.68,1.07,1.03,2024-06-27,1208,A,28,6.1NRT,299.12,6.12,D
-15.05815,25.07123,318.14,2.78,1.59,2024-06-27,1208,A,70,6.1NRT,301.41,41.1,D
-14.99579,25.11469,315.28,2.75,1.59,2024-06-27,1208,A,65,6.1NRT,301.25,26.57,D
-15.00323,25.00587,314.96,2.8,1.6,2024-06-27,1208,A,49,6.1NRT,301.35,25.59,D
-14.14744,31.13836,318.46,1.06,1.03,2024-06-27,1208,A,36,6.1NRT,302.7,9.5,D
-14.96932,24.25263,312.25,3.21,1.7,2024-06-27,1208,A,53,6.1NRT,299.52,30.14,D
-14.20962,30.47525,321.69,1.13,1.06,2024-06-27,1208,A,39,6.1NRT,298.83,14.9,D
-14.211,30.46492,321.35,1.13,1.06,2024-06-27,1208,A,58,6.1NRT,295.13,14.88,D
-15.01206,23.69499,310.75,3.55,1.77,2024-06-27,1208,A,25,6.1NRT,296.79,26.71,D
-13.55012,34.9052,310.63,1.15,1.07,2024-06-27,1208,A,40,6.1NRT,298.75,4.26,D
-14.97147,24.24843,312.36,3.21,1.7,2024-06-27,1208,A,53,6.1NRT,299.52,30.31,D
-15.01828,23.69146,310.68,3.55,1.77,2024-06-27,1208,A,36,6.1NRT,297.12,27.81,D
-13.0939,37.56856,323.84,1.74,1.29,2024-06-27,1208,A,80,6.1NRT,297.79,36.05,D
-14.92944,24.21379,322.08,3.23,1.7,2024-06-27,1208,A,75,6.1NRT,298.41,82.8,D
-13.4789,34.92551,315.44,1.16,1.07,2024-06-27,1208,A,66,6.1NRT,299.56,10.48,D
-14.7755,25.07681,317.81,2.75,1.59,2024-06-27,1208,A,69,6.1NRT,300.12,37.35,D
-14.00878,31.21346,323.85,1.05,1.03,2024-06-27,1208,A,77,6.1NRT,303.81,13.55,D
-14.01013,31.20389,319.93,1.05,1.03,2024-06-27,1208,A,72,6.1NRT,299.49,9.57,D
-13.94906,31.50507,315.92,1.03,1.02,2024-06-27,1208,A,64,6.1NRT,300.17,6.76,D
-14.46023,27.62401,312.28,1.73,1.29,2024-06-27,1208,A,59,6.1NRT,293.99,19.96,D
-14.46223,27.60825,327.36,1.73,1.29,2024-06-27,1208,A,81,6.1NRT,294.48,51.62,D
-14.96364,23.05252,316.02,3.97,1.85,2024-06-27,1208,A,56,6.1NRT,303.06,49.49,D
-14.96747,23.01613,316.01,4,1.86,2024-06-27,1208,A,49,6.1NRT,301.01,53.96,D
-14.43593,27.44207,331.94,1.78,1.31,2024-06-27,1208,A,85,6.1NRT,301.35,57.11,D
-12.96124,37.52353,311.92,1.73,1.29,2024-06-27,1208,A,50,6.1NRT,296.55,15.39,D
-14.31682,28.31283,325.45,1.53,1.22,2024-06-27,1208,A,75,6.1NRT,299.12,32.61,D
-14.31856,28.29887,328.08,1.54,1.22,2024-06-27,1208,A,82,6.1NRT,299.53,38.7,D
-14.3077,28.29745,317.27,1.54,1.22,2024-06-27,1208,A,60,6.1NRT,298.21,19.07,D
-12.96475,37.5186,317.58,1.73,1.29,2024-06-27,1208,A,64,6.1NRT,298.21,25,D
-14.31476,28.30735,336.26,1.53,1.22,2024-06-27,1208,A,88,6.1NRT,299.31,60.55,D
-14.3166,28.29342,319.25,1.54,1.22,2024-06-27,1208,A,71,6.1NRT,299.83,22.13,D
-14.95798,23.04767,317.14,3.97,1.85,2024-06-27,1208,A,46,6.1NRT,303.14,51.86,D
-13.81913,31.45106,317.34,1.04,1.02,2024-06-27,1208,A,38,6.1NRT,298.97,7.83,D
-13.3009,34.88357,313.9,1.16,1.07,2024-06-27,1208,A,65,6.1NRT,299.98,8.51,D
-13.81011,31.44972,324.8,1.04,1.02,2024-06-27,1208,A,78,6.1NRT,299.39,16.33,D
-13.81143,31.44028,315.52,1.04,1.02,2024-06-27,1208,A,39,6.1NRT,299.09,6.76,D
-12.70436,38.41396,323.02,2.04,1.39,2024-06-27,1208,A,76,6.1NRT,298.9,41.55,D
-12.71042,38.42696,316.66,2.05,1.39,2024-06-27,1208,A,41,6.1NRT,300.29,24.7,D
-12.5938,38.9653,317.86,2.27,1.46,2024-06-27,1208,A,63,6.1NRT,296.83,36.43,D
-12.68586,38.27287,314.77,2,1.38,2024-06-27,1208,A,69,6.1NRT,299.16,19.62,D
-13.72913,31.49798,315.9,1.03,1.01,2024-06-27,1208,A,65,6.1NRT,300.05,7.7,D
-13.73044,31.48862,326.77,1.03,1.01,2024-06-27,1208,A,80,6.1NRT,300.42,19.01,D
-14.25751,27.40657,327.57,1.78,1.31,2024-06-27,1208,A,81,6.1NRT,300.35,42.82,D
-14.25011,27.4005,323.13,1.78,1.31,2024-06-27,1208,A,75,6.1NRT,298.4,31.38,D
-13.59564,32.11308,322.38,1,1,2024-06-27,1208,A,75,6.1NRT,298.37,13.03,D
