latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-2.69924,23.85934,303.14,1.09,1.04,2024-06-27,2004,T,53,6.1NRT,292.35,5.47,N
-2.66785,23.95164,303.5,1.08,1.04,2024-06-27,2004,T,55,6.1NRT,291,6.1,N
-2.40194,24.41157,301.91,1.04,1.02,2024-06-27,2004,T,45,6.1NRT,291.59,4.02,N
-3.40346,16.09088,302.35,4.14,1.88,2024-06-27,2004,T,48,6.1NRT,290.16,41.43,N
-1.17313,30.59237,301.53,1.86,1.33,2024-06-27,2004,T,42,6.1NRT,283.36,14.97,N
-0.79326,29.40511,308.1,1.53,1.22,2024-06-27,2004,T,45,6.1NRT,286.54,15.58,N
-0.79519,29.39172,316.25,1.53,1.22,2024-06-27,2004,T,93,6.1NRT,286.19,27.37,N
-0.78443,29.39021,306.49,1.53,1.22,2024-06-27,2004,T,48,6.1NRT,285.88,13.99,N
-0.06782,29.64821,303.89,1.64,1.26,2024-06-27,2006,T,57,6.1NRT,273.71,15.53,N
-0.97412,16.01726,300.97,3.82,1.83,2024-06-27,2006,T,36,6.1NRT,289.79,24.02,N
-30.18193,29.46225,306.71,1.11,1.05,2024-06-27,1957,T,69,6.1NRT,273.87,13.92,N
-29.85741,29.19797,337.8,1.13,1.06,2024-06-27,1957,T,100,6.1NRT,278.58,52.99,N
-29.85883,29.18633,328.38,1.13,1.06,2024-06-27,1957,T,100,6.1NRT,278,37.37,N
-27.07068,30.91264,313.78,1,1,2024-06-27,2000,T,88,6.1NRT,279.1,16.69,N
-26.54182,27.75556,308.37,1.22,1.1,2024-06-27,2000,T,74,6.1NRT,279.09,17.63,N
-26.54326,27.74343,326.24,1.22,1.1,2024-06-27,2000,T,100,6.1NRT,279.65,39.35,N
-26.0576,28.33155,310.12,1.13,1.06,2024-06-27,2000,T,79,6.1NRT,277.72,16.86,N
-26.0519,28.33629,311.91,1.13,1.06,2024-06-27,2000,T,84,6.1NRT,277.91,18.54,N
-26.09968,27.70961,302.89,1.22,1.1,2024-06-27,2000,T,38,6.1NRT,273.16,12.44,N
-26.10114,27.69747,303.57,1.22,1.1,2024-06-27,2000,T,50,6.1NRT,271.34,12.87,N
-25.61162,30.61938,307.85,1,1,2024-06-27,2000,T,73,6.1NRT,280.22,11.62,N
-25.60276,30.61784,302.31,1,1,2024-06-27,2000,T,48,6.1NRT,278.71,8.18,N
-25.70979,27.40414,304.61,1.25,1.11,2024-06-27,2000,T,61,6.1NRT,281.73,12.67,N
-25.70933,27.39774,302.39,1.25,1.11,2024-06-27,2000,T,49,6.1NRT,282.28,10.91,N
-24.5548,30.14568,307.48,1,1,2024-06-27,2000,T,72,6.1NRT,283.78,10.75,N
31.41205,5.98624,313.39,4.44,1.94,2024-06-27,2014,T,83,6.1NRT,298.03,70.05,N
31.40151,5.9422,310.27,4.47,1.94,2024-06-27,2014,T,73,6.1NRT,297.78,51.34,N
31.41496,5.98013,313.28,4.44,1.94,2024-06-27,2014,T,83,6.1NRT,297.64,69.44,N
39.92571,16.4891,303.03,1.02,1.01,2024-06-27,2017,T,53,6.1NRT,292.67,4.3,N
39.92411,16.47715,303.3,1.02,1.01,2024-06-27,2017,T,54,6.1NRT,291.5,4.37,N
45.14626,9.94493,306.73,1.21,1.09,2024-06-27,2019,T,46,6.1NRT,294.18,6.98,N
45.14839,9.9378,307.46,1.21,1.09,2024-06-27,2019,T,71,6.1NRT,294.1,7.91,N
45.4654,10.45486,302.75,1.14,1.06,2024-06-27,2019,T,51,6.1NRT,291.87,5.52,N
27.02685,-80.47488,319.35,1.63,1.26,2024-06-27,1856,A,66,6.1NRT,300.36,14.77,D
27.49422,-82.19494,319.95,2.09,1.41,2024-06-27,1856,A,34,6.1NRT,299.29,21.3,D
27.49026,-82.21537,324.09,2.1,1.41,2024-06-27,1856,A,72,6.1NRT,300,34.06,D
27.48427,-82.1993,318.44,2.09,1.41,2024-06-27,1856,A,54,6.1NRT,298.55,18.57,D
27.48016,-82.21969,318.8,2.1,1.41,2024-06-27,1856,A,63,6.1NRT,298.87,20.21,D
27.49651,-82.20238,325.43,2.09,1.41,2024-06-27,1856,A,78,6.1NRT,300.22,39.47,D
27.49241,-82.22278,319.74,2.1,1.41,2024-06-27,1856,A,51,6.1NRT,299.58,22.38,D
27.83107,-80.96387,315.08,1.69,1.28,2024-06-27,1856,A,33,6.1NRT,297.77,15.09,D
33.41342,-81.89478,316.43,1.49,1.21,2024-06-27,1858,A,59,6.1NRT,291.85,14.12,D
36.26352,-80.81255,314.39,1.17,1.08,2024-06-27,1858,A,51,6.1NRT,297.26,7.24,D
36.26134,-80.82516,315.07,1.17,1.08,2024-06-27,1858,A,46,6.1NRT,297.32,7.05,D
36.54727,-79.90717,321.68,1.08,1.04,2024-06-27,1858,A,74,6.1NRT,300.46,13.23,D
37.66356,-81.6954,324.65,1.22,1.1,2024-06-27,1900,A,80,6.1NRT,298.24,23.42,D
37.66124,-81.70837,314.77,1.22,1.1,2024-06-27,1900,A,47,6.1NRT,301.24,10.65,D
40.22861,-76.98911,322.43,1.07,1.03,2024-06-27,1900,A,36,6.1NRT,304.83,11.02,D
38.53544,-88.28373,309.22,2.78,1.59,2024-06-27,1900,A,41,6.1NRT,293.22,16.25,D
40.90834,-76.09499,312.18,1.16,1.07,2024-06-27,1900,A,59,6.1NRT,298.23,8.25,D
39.89196,-83.41531,313.44,1.34,1.15,2024-06-27,1900,A,32,6.1NRT,299.21,9.82,D
40.61148,-80.56486,308.55,1.03,1.02,2024-06-27,1900,A,26,6.1NRT,294.71,4.46,D
40.3243,-83.55349,314.85,1.34,1.15,2024-06-27,1900,A,56,6.1NRT,299.46,12.3,D
41.50637,-84.29719,315.57,1.38,1.16,2024-06-27,1900,A,52,6.1NRT,299.87,11.13,D
41.56408,-84.05034,316.74,1.34,1.15,2024-06-27,1900,A,70,6.1NRT,300.3,14.84,D
41.71959,-84.93059,309.61,1.47,1.2,2024-06-27,1900,A,47,6.1NRT,298.3,8.43,D
41.63709,-85.70737,308.88,1.62,1.25,2024-06-27,1900,A,48,6.1NRT,297.4,8.61,D
41.64788,-85.71137,309.72,1.62,1.25,2024-06-27,1900,A,22,6.1NRT,298.01,8.7,D
41.67316,-85.70567,308.74,1.62,1.25,2024-06-27,1900,A,40,6.1NRT,296.8,7.94,D
41.67763,-85.91014,315.35,1.66,1.27,2024-06-27,1900,A,52,6.1NRT,298.48,15.26,D
41.74529,-85.6926,309.34,1.61,1.25,2024-06-27,1900,A,47,6.1NRT,297.13,10.11,D
41.62904,-87.15063,314.79,1.96,1.37,2024-06-27,1900,A,38,6.1NRT,302.71,23.3,D
42.8688,-82.4063,323.51,1.1,1.04,2024-06-27,1900,A,80,6.1NRT,295.35,19.64,D
42.82202,-85.67886,315.22,1.52,1.22,2024-06-27,1900,A,61,6.1NRT,301.29,11.4,D
40.62895,109.74564,302.05,1.02,1.01,2024-06-27,1925,A,34,6.1NRT,286.97,4.5,N
39.44321,110.50559,301.18,1.09,1.04,2024-06-27,1928,A,38,6.1NRT,288.28,5.75,N
39.19805,106.99422,300.65,1.02,1.01,2024-06-27,1928,A,31,6.1NRT,289.94,4.44,N
36.33206,112.06952,306.44,1.44,1.19,2024-06-27,1928,A,68,6.1NRT,290.67,13.56,N
61.09259,120.53191,312.29,1.04,1.02,2024-06-27,1919,A,80,6.1NRT,280.84,13.89,D
61.07853,120.50124,308.54,1.04,1.02,2024-06-27,1919,A,60,6.1NRT,281.76,11.16,D
61.07543,120.51923,317.86,1.04,1.02,2024-06-27,1919,A,96,6.1NRT,284,18.8,D
61.06995,120.4949,304.85,1.04,1.02,2024-06-27,1919,A,32,6.1NRT,282.82,8.47,D
61.06685,120.51293,321.96,1.04,1.02,2024-06-27,1919,A,100,6.1NRT,285.12,22.82,D
61.03089,120.60895,321.79,1.04,1.02,2024-06-27,1919,A,0,6.1NRT,284.8,20.3,D
61.01999,120.56009,307.25,1.04,1.02,2024-06-27,1919,A,50,6.1NRT,283.41,10.11,D
61.35611,112.80132,300.22,1.19,1.08,2024-06-27,1919,A,22,6.1NRT,274.1,8.72,D
60.15364,109.08787,307.69,1.48,1.2,2024-06-27,1919,A,72,6.1NRT,287.66,17.75,N
60.15143,109.11402,308.72,1.48,1.2,2024-06-27,1919,A,75,6.1NRT,286.88,19.19,N
60.14914,109.10548,319.01,1.48,1.2,2024-06-27,1919,A,98,6.1NRT,288.03,32.3,N
60.43765,96.22533,308.76,4.79,2,2024-06-27,1919,A,75,6.1NRT,285.91,100.35,N
60.43883,96.31432,305.73,4.75,1.99,2024-06-27,1919,A,65,6.1NRT,286.38,75.31,N
60.44094,96.48596,306.88,4.68,1.98,2024-06-27,1919,A,70,6.1NRT,282.66,78.91,N
60.4419,96.57156,304.4,4.64,1.97,2024-06-27,1919,A,60,6.1NRT,288.28,67.83,N
60.44037,96.21536,309.04,4.79,2,2024-06-27,1919,A,76,6.1NRT,285.87,101.59,N
60.44124,96.30359,313.28,4.75,1.99,2024-06-27,1919,A,87,6.1NRT,286.45,126.94,N
60.42505,96.47613,300.15,4.68,1.98,2024-06-27,1919,A,19,6.1NRT,283.02,46.96,N
60.42579,96.56299,305.96,4.64,1.97,2024-06-27,1919,A,66,6.1NRT,287.55,76.47,N
57.4123,121.37474,305.09,1.25,1.11,2024-06-27,1919,A,58,6.1NRT,284.79,12.65,D
57.2655,121.35334,307.12,1.26,1.11,2024-06-27,1919,A,59,6.1NRT,283.45,13.15,D
57.23035,121.36949,302.39,1.26,1.12,2024-06-27,1919,A,21,6.1NRT,280.86,9.23,D
57.2212,121.36214,316.13,1.26,1.12,2024-06-27,1919,A,93,6.1NRT,280.64,22.01,D
57.21716,121.3821,315.98,1.26,1.12,2024-06-27,1919,A,92,6.1NRT,281.36,22.61,D
57.21194,121.35528,319.19,1.26,1.12,2024-06-27,1919,A,98,6.1NRT,280.24,25.21,D
57.20773,121.37611,351.98,1.26,1.12,2024-06-27,1919,A,100,6.1NRT,284.87,96.47,D
57.19841,121.36957,324.43,1.26,1.12,2024-06-27,1919,A,100,6.1NRT,283.18,33.71,D
57.19425,121.39006,310.74,1.26,1.12,2024-06-27,1919,A,77,6.1NRT,282.44,17.07,D
57.18919,121.36248,317.27,1.26,1.12,2024-06-27,1919,A,70,6.1NRT,280.39,22.31,D
57.18512,121.38251,316.55,1.26,1.12,2024-06-27,1919,A,48,6.1NRT,282.15,22.2,D
57.23833,121.10699,306.99,1.24,1.11,2024-06-27,1919,A,46,6.1NRT,283.23,12.01,D
57.18478,121.37688,328,1.26,1.12,2024-06-27,1919,A,100,6.1NRT,282.81,39.35,D
57.1755,121.37008,319.92,1.26,1.12,2024-06-27,1919,A,99,6.1NRT,280.53,27.98,D
57.17139,121.39067,308.23,1.27,1.12,2024-06-27,1919,A,74,6.1NRT,281,15.86,D
57.20529,121.16733,303.11,1.24,1.11,2024-06-27,1919,A,49,6.1NRT,281.35,10.62,D
57.16611,121.36382,311.29,1.26,1.12,2024-06-27,1919,A,47,6.1NRT,277.96,17.45,D
57.16203,121.3842,318.26,1.27,1.12,2024-06-27,1919,A,97,6.1NRT,280.89,26.53,D
57.1996,121.14294,310.83,1.24,1.11,2024-06-27,1919,A,73,6.1NRT,283.23,16.24,D
57.19613,121.1603,317.42,1.24,1.11,2024-06-27,1919,A,95,6.1NRT,281.87,23.95,D
57.59394,118.99728,300.19,1.08,1.04,2024-06-27,1919,A,21,6.1NRT,279.53,8.23,D
56.99815,120.86726,304.02,1.23,1.1,2024-06-27,1919,A,10,6.1NRT,280.93,10.83,D
56.98886,120.85309,325.65,1.23,1.1,2024-06-27,1919,A,81,6.1NRT,281.95,33.57,D
56.98471,120.87428,318.82,1.23,1.1,2024-06-27,1919,A,53,6.1NRT,283.16,24.59,D
57.0339,120.56946,300.1,1.21,1.09,2024-06-27,1919,A,16,6.1NRT,281.38,8.78,D
57.03023,120.58836,324.74,1.21,1.09,2024-06-27,1919,A,100,6.1NRT,284.56,34.21,D
56.97945,120.84769,314.4,1.23,1.1,2024-06-27,1919,A,89,6.1NRT,282.03,20.91,D
56.97541,120.86829,303.55,1.23,1.1,2024-06-27,1919,A,22,6.1NRT,280.24,10.69,D
56.99579,120.39341,300.78,1.19,1.09,2024-06-27,1919,A,13,6.1NRT,282.47,8.25,D
56.65205,121.66605,300.7,1.33,1.14,2024-06-27,1921,A,32,6.1NRT,280.59,10.06,D
56.65467,121.6011,313.71,1.32,1.14,2024-06-27,1921,A,88,6.1NRT,283.18,23.22,D
56.65756,121.59528,313.63,1.32,1.14,2024-06-27,1921,A,88,6.1NRT,282.64,23.21,D
56.50874,122.152,301.52,1.4,1.17,2024-06-27,1921,A,23,6.1NRT,269.49,13.13,D
55.88756,124.48734,330.95,1.79,1.31,2024-06-27,1921,A,100,6.1NRT,272.98,80.03,D
55.88114,124.51447,320.38,1.8,1.31,2024-06-27,1921,A,100,6.1NRT,275.48,51.61,D
55.87642,124.48074,320.6,1.79,1.31,2024-06-27,1921,A,100,6.1NRT,275.11,52.37,D
55.87008,124.50745,325.58,1.8,1.31,2024-06-27,1921,A,100,6.1NRT,279.63,63.81,D
55.86555,124.47296,336.57,1.79,1.31,2024-06-27,1921,A,100,6.1NRT,275.15,97.76,D
55.85896,124.5007,379.89,1.8,1.31,2024-06-27,1921,A,100,6.1NRT,285.18,369.26,D
58.45305,107.61499,307.56,1.59,1.24,2024-06-27,1921,A,72,6.1NRT,283.08,22.27,N
58.45358,107.60777,312.21,1.59,1.24,2024-06-27,1921,A,72,6.1NRT,283.98,26.98,N
58.14013,107.1126,301.65,1.65,1.26,2024-06-27,1921,A,43,6.1NRT,282.7,17.09,N
58.07965,107.17266,309.2,1.64,1.26,2024-06-27,1921,A,77,6.1NRT,283.61,25.04,N
58.06161,107.11168,313.53,1.65,1.26,2024-06-27,1921,A,87,6.1NRT,282.05,30.99,N
57.961,107.07939,326.72,1.65,1.26,2024-06-27,1921,A,100,6.1NRT,283.58,58.5,N
57.94983,107.07621,300.41,1.65,1.26,2024-06-27,1921,A,27,6.1NRT,280.89,14.12,N
57.95179,107.06921,316.05,1.65,1.26,2024-06-27,1921,A,92,6.1NRT,280.96,35.32,N
57.94957,107.09668,311.09,1.64,1.26,2024-06-27,1921,A,82,6.1NRT,280.68,27.15,N
56.1333,120.0921,304.59,1.22,1.1,2024-06-27,1921,A,61,6.1NRT,280.36,13.13,N
57.87747,105.89739,310.36,1.83,1.33,2024-06-27,1921,A,80,6.1NRT,286.47,30.26,N
55.80181,120.9456,302,1.32,1.14,2024-06-27,1921,A,46,6.1NRT,281.68,11.63,N
55.65455,121.65554,310.98,1.41,1.18,2024-06-27,1921,A,81,6.1NRT,283.18,22.45,D
55.64911,121.62817,301.44,1.41,1.18,2024-06-27,1921,A,37,6.1NRT,281.8,12.78,D
55.64486,121.64828,318.88,1.41,1.18,2024-06-27,1921,A,98,6.1NRT,284.06,33.49,D
55.61851,121.56107,332.57,1.4,1.17,2024-06-27,1921,A,100,6.1NRT,282.91,57.37,D
56.44857,115.56801,308.61,1,1,2024-06-27,1921,A,62,6.1NRT,287.74,10.61,N
53.95166,127.28352,306.02,2.75,1.59,2024-06-27,1921,A,67,6.1NRT,286.06,37.34,D
55.40741,120.51038,304.55,1.31,1.13,2024-06-27,1921,A,61,6.1NRT,283.56,14.1,N
55.41337,120.42767,304.06,1.3,1.13,2024-06-27,1921,A,58,6.1NRT,281.17,14.15,N
55.99992,116.88973,307.28,1.03,1.02,2024-06-27,1921,A,71,6.1NRT,281.3,12.01,N
55.97921,116.67406,304.46,1.03,1.01,2024-06-27,1921,A,60,6.1NRT,283.29,9.67,N
55.0433,120.61414,309.24,1.34,1.15,2024-06-27,1921,A,77,6.1NRT,283.2,19.13,N
55.12165,119.42432,306.76,1.22,1.1,2024-06-27,1921,A,39,6.1NRT,283.37,12.72,N
56.30387,111.68872,342.43,1.1,1.04,2024-06-27,1921,A,100,6.1NRT,286.71,55.69,N
56.3019,111.70489,329.78,1.1,1.04,2024-06-27,1921,A,100,6.1NRT,285.86,33.93,N
56.29484,111.6843,301.29,1.1,1.04,2024-06-27,1921,A,8,6.1NRT,284.76,6.73,N
56.29284,111.70074,309.91,1.1,1.04,2024-06-27,1921,A,79,6.1NRT,285.21,13.31,N
56.28667,111.69257,306.61,1.1,1.04,2024-06-27,1921,A,69,6.1NRT,284.36,12.4,N
54.73632,120.44439,300.8,1.35,1.15,2024-06-27,1921,A,34,6.1NRT,276.13,12.18,N
55.38302,115.70149,305.33,1.01,1.01,2024-06-27,1921,A,18,6.1NRT,282.59,8.31,N
55.37681,115.68202,317.74,1.01,1.01,2024-06-27,1921,A,33,6.1NRT,283.29,17.01,N
55.37437,115.69723,327.36,1.01,1.01,2024-06-27,1921,A,83,6.1NRT,286.48,27.27,N
55.14599,116.39332,315.01,1.03,1.02,2024-06-27,1921,A,64,6.1NRT,286.22,16.04,N
55.13636,116.39835,307.39,1.03,1.02,2024-06-27,1921,A,71,6.1NRT,285.62,11.56,N
54.54818,118.81441,306.86,1.2,1.09,2024-06-27,1921,A,70,6.1NRT,279.19,15.03,N
54.00526,120.44671,301.72,1.41,1.17,2024-06-27,1921,A,25,6.1NRT,281.87,10.71,N
54.00079,120.43571,307.54,1.41,1.17,2024-06-27,1921,A,72,6.1NRT,282.08,16.16,N
55.30807,105.44813,305.77,1.78,1.31,2024-06-27,1921,A,66,6.1NRT,283.5,22.54,N
44.40008,-84.33073,308.97,1.22,1.1,2024-06-27,1900,A,58,6.1NRT,298.18,8.03,D
44.59424,-84.68453,308.81,1.25,1.11,2024-06-27,1900,A,45,6.1NRT,297.1,6.85,D
64.23421,121.32619,306.22,1,1,2024-06-27,1919,A,63,6.1NRT,279.34,11.37,D
64.23112,121.34562,309.96,1,1,2024-06-27,1919,A,69,6.1NRT,281.32,13.72,D
61.30228,120.37268,312.9,1.03,1.01,2024-06-27,1919,A,52,6.1NRT,280.62,14.02,D
61.30593,120.29423,317.06,1.03,1.01,2024-06-27,1919,A,64,6.1NRT,277.46,17.82,D
61.29125,120.32423,316.53,1.03,1.01,2024-06-27,1919,A,50,6.1NRT,278.79,16.61,D
-18.98847,-174.76767,313,1.29,1.13,2024-06-27,2059,T,56,6.1NRT,294.66,13.67,D
50.33298,19.2859,301.3,1.68,1.27,2024-06-27,2019,T,40,6.1NRT,288.57,8.9,N
52.15631,10.4134,306.74,1,1,2024-06-27,2019,T,69,6.1NRT,290.55,7.34,N
52.15422,10.39922,322.61,1,1,2024-06-27,2019,T,100,6.1NRT,291.38,20.88,N
66.30548,-128.50269,317.16,1.92,1.35,2024-06-27,2036,T,0,6.1NRT,298.42,27.68,D
66.28531,-128.58919,360.98,1.91,1.35,2024-06-27,2036,T,0,6.1NRT,302.93,209.05,D
66.24446,-136.87886,325.11,1.21,1.09,2024-06-27,2036,T,71,6.1NRT,301.52,24.24,D
65.79031,-136.49315,331.95,1.27,1.12,2024-06-27,2036,T,45,6.1NRT,304.94,31.4,D
65.76752,-136.4919,330.56,1.27,1.12,2024-06-27,2036,T,56,6.1NRT,305.75,26.55,D
65.75856,-136.50281,327.3,1.27,1.12,2024-06-27,2036,T,26,6.1NRT,306.51,19.29,D
65.75327,-136.47795,335.5,1.27,1.12,2024-06-27,2036,T,72,6.1NRT,303.61,37.16,D
65.74431,-136.48888,333.6,1.27,1.12,2024-06-27,2036,T,75,6.1NRT,304.84,34.15,D
65.74481,-136.49365,330.05,1.27,1.12,2024-06-27,2036,T,49,6.1NRT,305.86,28.49,D
65.73598,-136.50519,360.72,1.27,1.12,2024-06-27,2036,T,100,6.1NRT,305.12,114.34,D
65.72719,-136.51694,339.73,1.27,1.12,2024-06-27,2036,T,90,6.1NRT,300.75,51.1,D
65.61265,-136.88664,320.52,1.26,1.11,2024-06-27,2036,T,69,6.1NRT,298.61,16.94,D
65.60773,-136.86307,331.19,1.26,1.11,2024-06-27,2036,T,85,6.1NRT,303.19,33.93,D
65.59838,-136.87177,323.09,1.26,1.11,2024-06-27,2036,T,68,6.1NRT,300.91,20.69,D
66.19697,-141.12932,369.07,1.04,1.02,2024-06-27,2036,T,100,6.1NRT,302.08,114.2,D
66.19332,-141.10811,382.53,1.04,1.02,2024-06-27,2036,T,100,6.1NRT,304.56,166,D
66.1897,-141.08701,370.81,1.04,1.02,2024-06-27,2036,T,100,6.1NRT,305.18,118.13,D
66.18609,-141.06609,368.28,1.04,1.02,2024-06-27,2036,T,100,6.1NRT,307.55,108.21,D
66.18253,-141.04544,342.55,1.04,1.02,2024-06-27,2036,T,79,6.1NRT,304.11,40.85,D
66.17526,-141.0034,329.1,1.04,1.02,2024-06-27,2036,T,35,6.1NRT,303.65,20.19,D
66.19218,-141.15907,385.65,1.04,1.02,2024-06-27,2036,T,94,6.1NRT,302.6,179.84,D
66.18855,-141.13794,406.4,1.04,1.02,2024-06-27,2036,T,100,6.1NRT,311.33,302.16,D
66.18492,-141.11684,399.75,1.04,1.02,2024-06-27,2036,T,100,6.1NRT,309.33,256.51,D
66.18129,-141.09573,364.39,1.04,1.02,2024-06-27,2036,T,100,6.1NRT,309.72,93.18,D
66.17767,-141.07469,371.48,1.04,1.02,2024-06-27,2036,T,100,6.1NRT,313.03,115.93,D
66.16324,-140.99126,315.62,1.04,1.02,2024-06-27,2036,T,37,6.1NRT,302.89,7.62,D
66.19102,-141.20999,383.74,1.04,1.02,2024-06-27,2036,T,100,6.1NRT,295.42,171.37,D
66.18739,-141.18889,425.45,1.04,1.02,2024-06-27,2036,T,100,6.1NRT,309.16,457.71,D
66.18377,-141.16779,382.62,1.04,1.02,2024-06-27,2036,T,100,6.1NRT,303.51,165.39,D
66.18014,-141.14665,346.9,1.04,1.02,2024-06-27,2036,T,83,6.1NRT,301.81,50.1,D
66.17651,-141.12555,344.19,1.04,1.02,2024-06-27,2036,T,70,6.1NRT,302.2,41.93,D
66.16922,-141.08325,338.14,1.04,1.02,2024-06-27,2036,T,28,6.1NRT,307.06,29.8,D
66.17899,-141.19754,342.34,1.04,1.02,2024-06-27,2036,T,87,6.1NRT,289.81,44.23,D
66.17536,-141.17644,379.03,1.04,1.02,2024-06-27,2036,T,100,6.1NRT,293.62,147.82,D
66.17172,-141.15532,420.76,1.04,1.02,2024-06-27,2036,T,100,6.1NRT,303.61,411.03,D
66.16809,-141.1342,374.78,1.04,1.02,2024-06-27,2036,T,100,6.1NRT,298.68,123.64,D
66.14992,-141.02898,354.06,1.04,1.02,2024-06-27,2036,T,87,6.1NRT,305.98,60.88,D
66.14622,-141.00768,349.02,1.04,1.02,2024-06-27,2036,T,86,6.1NRT,304.86,52.92,D
66.13788,-141.0168,359.97,1.04,1.02,2024-06-27,2036,T,99,6.1NRT,306.36,81.73,D
66.15502,-141.17332,357.01,1.04,1.02,2024-06-27,2036,T,86,6.1NRT,300.2,69.62,D
66.12948,-141.02562,336.41,1.04,1.02,2024-06-27,2036,T,67,6.1NRT,302.45,29.65,D
66.13931,-141.13969,355.34,1.04,1.02,2024-06-27,2036,T,98,6.1NRT,305.78,62.44,D
66.1326,-141.15378,400.05,1.04,1.02,2024-06-27,2036,T,100,6.1NRT,317.97,254.96,D
66.12423,-141.16272,340.05,1.04,1.02,2024-06-27,2036,T,53,6.1NRT,308.18,33.7,D
66.11579,-141.17123,365.09,1.04,1.02,2024-06-27,2036,T,100,6.1NRT,306.78,90.36,D
66.11098,-141.20088,345.77,1.04,1.02,2024-06-27,2036,T,91,6.1NRT,300.9,44.99,D
66.10739,-141.17998,331.73,1.04,1.02,2024-06-27,2036,T,54,6.1NRT,293.06,17.88,D
66.10023,-141.13841,342.17,1.04,1.02,2024-06-27,2036,T,80,6.1NRT,306.78,35.33,D
66.0894,-141.07571,361.8,1.04,1.02,2024-06-27,2036,T,100,6.1NRT,302.12,86.98,D
66.10624,-141.2309,359.03,1.04,1.02,2024-06-27,2036,T,99,6.1NRT,298.52,81.2,D
66.10264,-141.20992,376.82,1.04,1.02,2024-06-27,2036,T,100,6.1NRT,304.32,138.57,D
66.09901,-141.18881,345.12,1.04,1.02,2024-06-27,2036,T,91,6.1NRT,302.23,44.02,D
66.09542,-141.168,342.91,1.04,1.02,2024-06-27,2036,T,81,6.1NRT,303.42,36.91,D
66.09182,-141.14709,376.57,1.04,1.02,2024-06-27,2036,T,100,6.1NRT,308.53,135.49,D
66.10143,-141.26048,339.98,1.04,1.02,2024-06-27,2036,T,90,6.1NRT,298.03,39.1,D
66.09782,-141.23949,360.89,1.04,1.02,2024-06-27,2036,T,100,6.1NRT,302.27,87.01,D
66.09425,-141.21867,333.26,1.04,1.02,2024-06-27,2036,T,18,6.1NRT,302.66,27.01,D
66.09065,-141.19785,349.19,1.04,1.02,2024-06-27,2036,T,92,6.1NRT,310.72,55.26,D
66.08703,-141.1768,360.43,1.04,1.02,2024-06-27,2036,T,100,6.1NRT,307.96,82.78,D
66.093,-141.26903,333.68,1.04,1.02,2024-06-27,2036,T,87,6.1NRT,302.9,29.2,D
66.0894,-141.24806,351.58,1.04,1.02,2024-06-27,2036,T,96,6.1NRT,305.16,63.08,D
66.08581,-141.22717,350.4,1.04,1.02,2024-06-27,2036,T,96,6.1NRT,303.81,60.4,D
66.08222,-141.20636,391.1,1.04,1.02,2024-06-27,2036,T,100,6.1NRT,307.55,208.9,D
66.07864,-141.18555,347.59,1.04,1.02,2024-06-27,2036,T,94,6.1NRT,302.5,53.61,D
65.36658,-137.65541,326.38,1.23,1.1,2024-06-27,2036,T,82,6.1NRT,299.52,25.93,D
66.77364,-146.44351,312,1.03,1.02,2024-06-27,2036,T,62,6.1NRT,300.56,5.46,D
66.77075,-146.42122,333.89,1.03,1.02,2024-06-27,2036,T,87,6.1NRT,304.2,29.78,D
66.13359,-142.09196,374.16,1.02,1.01,2024-06-27,2036,T,100,6.1NRT,303.37,128.03,D
65.33027,-139.50539,312.36,1.13,1.06,2024-06-27,2036,T,66,6.1NRT,299.09,7.13,D
65.32606,-139.48318,327.84,1.13,1.06,2024-06-27,2036,T,83,6.1NRT,301.06,24.99,D
65.48838,-142.26491,356.27,1.03,1.01,2024-06-27,2036,T,98,6.1NRT,304.1,70.24,D
65.48492,-142.24431,331.91,1.03,1.01,2024-06-27,2036,T,53,6.1NRT,301.2,23.48,D
65.49387,-142.35587,334.6,1.03,1.01,2024-06-27,2036,T,62,6.1NRT,302.03,28.59,D
65.47649,-142.25243,336.14,1.03,1.01,2024-06-27,2036,T,69,6.1NRT,306.6,29.03,D
65.47299,-142.23174,338.03,1.03,1.01,2024-06-27,2036,T,90,6.1NRT,303.63,33.72,D
65.46456,-142.23987,320.69,1.03,1.01,2024-06-27,2036,T,60,6.1NRT,302.84,11.81,D
65.47699,-142.37183,336.45,1.03,1.01,2024-06-27,2036,T,63,6.1NRT,300.49,31.41,D
65.8054,-145.55966,313.39,1,1,2024-06-27,2036,T,50,6.1NRT,299.85,5.86,D
64.97881,-140.60526,319.5,1.1,1.05,2024-06-27,2036,T,77,6.1NRT,290.77,16.59,D
64.97495,-140.58447,332.7,1.1,1.05,2024-06-27,2036,T,87,6.1NRT,295.79,34.55,D
64.97103,-140.56332,317.33,1.1,1.05,2024-06-27,2036,T,65,6.1NRT,295.85,14.12,D
63.91746,-135.88206,324.58,1.51,1.21,2024-06-27,2036,T,83,6.1NRT,299.23,34.64,D
63.9112,-135.8551,324.59,1.52,1.22,2024-06-27,2036,T,74,6.1NRT,299.69,34.41,D
63.51626,-135.00443,306.2,1.66,1.27,2024-06-27,2036,T,56,6.1NRT,295.19,8.62,D
64.50803,-139.8819,308.98,1.16,1.07,2024-06-27,2036,T,64,6.1NRT,294.85,7.76,D
